word,chinese,length,ipa,syllables,stress,prefix_tag,suffix_tag,rhyme_group,semantic_tag,antonym,minimal_pairs,example,memory_hint,audio_url,introduced_day,last_review,strength,notes
yellow,黃色（的）,6,,,,,,,,,,,,,,,,
already,已經,7,,,,,,,,,,,,,,,,
another,另一個,7,,,,,-er,,,,,,,,,,,
appoint,指派,7,,,,,,,,,,,,,,,,
approve,批准,7,,,,,,,,,,,,,,,,
between,在……之間,7,,,,,,,,,,,,,,,,
blanket,毛毯,7,,,,,,,,,,,,,,,,
boycott,杯葛,7,,,,,,,,,,,,,,,,
combine,結合,7,,,,,,,,,,,,,,,,
comfort,舒適,7,,,,,,,,,,,,,,,,
command,命令,7,,,,,,,,,,,,,,,,
comment,評論,7,,,,,-ment,,,,,,,,,,,
company,公司；陪伴,7,,,,,,,,,,,,,,,,
compare,比較,7,,,,,,,,,,,,,,,,
compete,競爭,7,,,,,,,,,,,,,,,,
concern,關切,7,,,,con-,,,,,,,,,,,,
condemn,責備,7,,,,con-,,,,,,,,,,,,
confirm,確認,7,,,,con-,,,,,,,,,,,,
connect,連接,7,,,,con-,,,,,,,,,,,,
contact,接觸,7,,,,con-,,,,,,,,,,,,
contain,包含,7,,,,con-,,,,,,,,,,,,
control,控制,7,,,,con-,,,,,,,,,,,,
correct,正確的,7,,,,,,,,,,,,,,,,
country,國家；鄉間,7,,,,,,,,,,,,,,,,
culture,文化,7,,,,,,,,,,,,,,,,
current,目前的,7,,,,,,,,,,,,,,,,
declare,宣布；聲明,7,,,,,,,,,,,,,,,,
deliver,運送,7,,,,,-er,,,,,,,,,,,
destroy,毀滅,7,,,,,,,,,,,,,,,,
develop,發展,7,,,,,,,,,,,,,,,,
discuss,討論,7,,,,dis-,,,,,,,,,,,,
disease,疾病,7,,,,dis-,,,,,,,,,,,,
dismiss,讓……離開；解散,7,,,,dis-,,,,,,,,,,,,
dispute,爭論,7,,,,dis-,,,,,,,,,,,,
elastic,有彈性的；鬆緊帶,7,,,,,,,,,,,,,,,,
element,元素,7,,,,,-ment,,,,,,,,,,,
embassy,大使館,7,,,,,,,,,,,,,,,,
emotion,情緒,7,,,,,-tion,,,,,,,,,,,
enforce,實施；強制,7,,,,,,,,,,,,,,,,
example,例子,7,,,,,,,,,,,,,,,,
execute,執行,7,,,,,,,,,,,,,,,,
expense,花費,7,,,,,,,,,,,,,,,,
explain,解釋,7,,,,,,,,,,,,,,,,
explode,爆炸,7,,,,,,,,,,,,,,,,
explore,探索,7,,,,,,,,,,,,,,,,
express,表達；快車,7,,,,,,,,,,,,,,,,
extreme,極端的,7,,,,,,,,,,,,,,,,
factory,工廠,7,,,,,,,,,,,,,,,,
feather,羽毛,7,,,,,-er,,,,,,,,,,,
feature,特色；專欄,7,,,,,,,,,,,,,,,,
fertile,多產的；能生育的,7,,,,,,,,,,,,,,,,
finance,財務,7,,,,,,,,,,,,,,,,
foreign,外國的,7,,,,,,,,,,,,,,,,
forgive,原諒,7,,,,,-ive,,,,,,,,,,,
forward,向前的,7,,,,,,,,,,,,,,,,
general,一般的；將軍,7,,,,,-al,,,,,,,,,,,
history,歷史,7,,,,,,,,,,,,,,,,
holiday,假期,7,,,,,,,,,,,,,,,,
hostage,人質,7,,,,,,,,,,,,,,,,
hostile,有敵意的,7,,,,,,,,,,,,,,,,
however,然而,7,,,,,-er,,,,,,,,,,,
husband,丈夫,7,,,,,,,,,,,,,,,,
imagine,想像,7,,,,,,,,,,,,,,,,
improve,改善,7,,,,,,,,,,,,,,,,
include,包括,7,,,,in-,,,,,,,,,,,,
inspect,檢查,7,,,,in-,,,,,,,,,,,,
instead,作為替代；反而,7,,,,in-,,,,,,,,,,,,
intense,緊繃的,7,,,,in-,,,,,,,,,,,,
involve,牽涉,7,,,,in-,,,,,,,,,,,,
kitchen,廚房,7,,,,,,,,,,,,,,,,
measure,測量,7,,,,,,,,,,,,,,,,
message,訊息,7,,,,,,,,,,,,,,,,
mistake,錯誤,7,,,,mis-,,,,,,,,,,,,
morning,早晨,7,,,,,-ing,,,,,,,,,,,
mystery,神秘的事物,7,,,,,,,,,,,,,,,,
neither,兩者都不,7,,,,,-er,,,,,,,,,,,
neutral,中立的；中性的,7,,,,,-al,,,,,,,,,,,
nothing,無事,7,,,,,-ing,,,,,,,,,,,
nowhere,任何地方都不,7,,,,,,,,,,,,,,,,
observe,觀察,7,,,,,,,,,,,,,,,,
officer,軍官；公務員；警官,7,,,,,-er,,,,,,,,,,,
operate,操作；運作,7,,,,,,,,,,,,,,,,
opinion,意見,7,,,,,,,,,,,,,,,,
oppress,壓迫,7,,,,,,,,,,,,,,,,
patient,病人；耐心的,7,,,,,,,,,,,,,,,,
pattern,型態；模式,7,,,,,,,,,,,,,,,,
percent,百分比,7,,,,,,,,,,,,,,,,
perfect,完美的,7,,,,,,,,,,,,,,,,
perform,表演；表現,7,,,,,,,,,,,,,,,,
perhaps,或許,7,,,,,,,,,,,,,,,,
picture,圖片；畫；想像,7,,,,,,,,,,,,,,,,
plastic,塑膠的,7,,,,,,,,,,,,,,,,
pollute,污染,7,,,,,,,,,,,,,,,,
popular,受歡迎的,7,,,,,,,,,,,,,,,,
possess,擁有,7,,,,,,,,,,,,,,,,
present,現在的；禮物,7,,,,pre-,,,,,,,,,,,,
prevent,防止,7,,,,pre-,,,,,,,,,,,,
private,私人的,7,,,,,,,,,,,,,,,,
problem,問題,7,,,,,,,,,,,,,,,,
process,流程；處理,7,,,,,,,,,,,,,,,,
product,產品,7,,,,,,,,,,,,,,,,
program,節目,7,,,,,,,,,,,,,,,,
project,專案；企畫,7,,,,,,,,,,,,,,,,
propose,提議；求婚,7,,,,,,,,,,,,,,,,
protect,保護,7,,,,,,,,,,,,,,,,
protest,抗議,7,,,,,-est,,,,,,,,,,,
provide,提供,7,,,,,,,,,,,,,,,,
publish,出版,7,,,,,,,,,,,,,,,,
purpose,目的,7,,,,,,,,,,,,,,,,
quality,品質,7,,,,,,,,,,,,,,,,
quarter,四分之一；區,7,,,,,-er,,,,,,,,,,,
receive,接待；接到,7,,,,re-,-ive,,,,,,,,,,,
recover,重新找到；恢復健康,7,,,,re-,-er,,,,,,,,,,,
refugee,難民,7,,,,re-,,,,,,,,,,,,
regular,規律的；老顧客,7,,,,re-,,,,,,,,,,,,
release,釋放；發行,7,,,,re-,,,,,,,,,,,,
request,要求,7,,,,re-,-est,,,,,,,,,,,
require,詢問,7,,,,re-,,,,,,,,,,,,
respect,尊敬,7,,,,re-,,,,,,,,,,,,
satisfy,使滿意,7,,,,,,,,,,,,,,,,
science,科學,7,,,,,,,,,,,,,,,,
section,切下的部分；片；條款；把……分成段,7,,,,,-tion,,,,,,,,,,,
serious,嚴重的；認真的,7,,,,,-ous,,,,,,,,,,,
several,數個,7,,,,,-al,,,,,,,,,,,
shelter,避難所；遮蔽,7,,,,,-er,,,,,,,,,,,
silence,寂靜,7,,,,,,,,,,,,,,,,
similar,類似的,7,,,,,,,,,,,,,,,,
society,社會,7,,,,,,,,,,,,,,,,
soldier,士兵,7,,,,,-er,,,,,,,,,,,
special,特別的,7,,,,,-al,,,,,,,,,,,
station,車站,7,,,,,-tion,,,,,,,,,,,
stomach,胃；腹部,7,,,,,,,,,,,,,,,,
strange,奇怪的；陌生的,7,,,,,,,,,,,,,,,,
stretch,伸展,7,,,,,,,,,,,,,,,,
subject,主題；實驗對象；受……支配的,7,,,,sub-,,,,,,,,,,,,
succeed,成功,7,,,,,-ed,,,,,,,,,,,
suggest,提議,7,,,,,-est,,,,,,,,,,,
support,支持,7,,,,,,,,,,,,,,,,
suppose,猜想,7,,,,,,,,,,,,,,,,
surface,表面,7,,,,,,,,,,,,,,,,
survive,存活,7,,,,,-ive,,,,,,,,,,,
suspect,懷疑；嫌疑犯,7,,,,,,,,,,,,,,,,
suspend,懸掛；使中止,7,,,,,,,,,,,,,,,,
swallow,吞嚥；燕子,7,,,,,,,,,,,,,,,,
theater,劇場；電影院,7,,,,,-er,,,,,,,,,,,
thought,想法,7,,,,,,,,,,,,,,,,
through,穿過；完成的,7,,,,,,,,,,,,,,,,
tonight,今晚,7,,,,,-ight,,,,,,,,,,,
traffic,交通,7,,,,,,,,,,,,,,,,
treason,叛國,7,,,,,,,,,,,,,,,,
trouble,麻煩；使煩躁,7,,,,,,,,,,,,,,,,
vehicle,運載工具；媒介,7,,,,,,,,,,,,,,,,
version,版本,7,,,,,-sion,,,,,,,,,,,
vicious,邪惡的,7,,,,,-ous,,,,,,,,,,,
victory,勝利,7,,,,,,,,,,,,,,,,
weather,天氣,7,,,,,-er,,,,,,,,,,,
welcome,歡迎,7,,,,,,,,,,,,,,,,
whether,是否,7,,,,,-er,,,,,,,,,,,
without,沒有……,7,,,,,,,,,,,,,,,,
although,儘管；雖然,8,,,,,,,,,,,,,,,,
announce,宣布,8,,,,,,,,,,,,,,,,
complete,完成；完整的,8,,,,,,,,,,,,,,,,
computer,電腦,8,,,,,-er,,,,,,,,,,,
congress,代表大會；聚會,8,,,,con-,,,,,,,,,,,,
consider,考慮,8,,,,con-,-er,,,,,,,,,,,
continue,繼續,8,,,,con-,,,,,,,,,,,,
criteria,準則,8,,,,,,,,,,,,,,,,
daughter,女兒,8,,,,,-er,,,,,,,,,,,
decrease,減少,8,,,,,,,,,,,,,,,,
delicate,需要小心處理的,8,,,,,,,,,,,,,,,,
denounce,指責,8,,,,,,,,,,,,,,,,
describe,描述,8,,,,,,,,,,,,,,,,
diplomat,外交官,8,,,,,,,,,,,,,,,,
discover,發現,8,,,,dis-,-er,,,,,,,,,,,
distance,距離,8,,,,dis-,,,,,,,,,,,,
document,文件,8,,,,,-ment,,,,,,,,,,,
estimate,估計,8,,,,,,,,,,,,,,,,
evidence,證據,8,,,,,,,,,,,,,,,,
exchange,交換,8,,,,,,,,,,,,,,,,
exercise,練習,8,,,,,,,,,,,,,,,,
frighten,使驚恐,8,,,,,,,,,,,,,,,,
horrible,可怕的,8,,,,,-ible,,,,,,,,,,,
hospital,醫院,8,,,,,-al,,,,,,,,,,,
identify,識別,8,,,,,,,,,,,,,,,,
incident,事件,8,,,,in-,,,,,,,,,,,,
increase,增加,8,,,,in-,,,,,,,,,,,,
indicate,指出,8,,,,in-,,,,,,,,,,,,
industry,工業；產業,8,,,,in-,,,,,,,,,,,,
innocent,無辜的,8,,,,in-,,,,,,,,,,,,
interest,興趣；利息,8,,,,in-;inter-,-est,,,,,,,,,,,
language,語言,8,,,,,,,,,,,,,,,,
material,材料,8,,,,,-al,,,,,,,,,,,
military,軍事的；軍隊,8,,,,,,,,,,,,,,,,
minister,部長；牧師,8,,,,,-er,,,,,,,,,,,
moderate,適度的,8,,,,,,,,,,,,,,,,
mountain,山,8,,,,,,,,,,,,,,,,
neighbor,鄰居,8,,,,,,,,,,,,,,,,
opposite,相反的,8,,,,,,,,,,,,,,,,
organize,組織,8,,,,,,,,,,,,,,,,
physical,物理的；身體的,8,,,,,-al,,,,,,,,,,,
politics,政治,8,,,,,,,,,,,,,,,,
position,位置；地位,8,,,,,-tion,,,,,,,,,,,
possible,可能的,8,,,,,-ible,,,,,,,,,,,
postpone,延後,8,,,,post-,,,,,,,,,,,,
practice,練習,8,,,,,,,,,,,,,,,,
pregnant,懷孕的,8,,,,pre-,,,,,,,,,,,,
progress,進度,8,,,,,,,,,,,,,,,,
property,財產；房地產,8,,,,,,,,,,,,,,,,
purchase,購買,8,,,,,,,,,,,,,,,,
question,問題,8,,,,,-tion,,,,,,,,,,,
relation,關係,8,,,,re-,-tion,,,,,,,,,,,
remember,記得,8,,,,re-,-er,,,,,,,,,,,
research,研究,8,,,,re-,,,,,,,,,,,,
resource,資源,8,,,,re-,,,,,,,,,,,,
restrain,抑制,8,,,,re-,,,,,,,,,,,,
security,安全,8,,,,,,,,,,,,,,,,
sentence,句子,8,,,,,,,,,,,,,,,,
separate,分開；分開的,8,,,,,,,,,,,,,,,,
straight,筆直的；直接的,8,,,,,-ight,,,,,,,,,,,
struggle,挣扎,8,,,,,,,,,,,,,,,,
suppress,抑制,8,,,,,,,,,,,,,,,,
surprise,驚喜,8,,,,,,,,,,,,,,,,
surround,圍繞,8,,,,,,,,,,,,,,,,
sympathy,同情心,8,,,,,,,,,,,,,,,,
terrible,可怕的,8,,,,,-ible,,,,,,,,,,,
threaten,威脅,8,,,,,,,,,,,,,,,,
together,一起,8,,,,,-er,,,,,,,,,,,
tomorrow,明天,8,,,,,,,,,,,,,,,,
treasure,寶藏；珍視,8,,,,,,,,,,,,,,,,
universe,宇宙,8,,,,un-,,,,,,,,,,,,
violence,暴力,8,,,,,,,,,,,,,,,,
withdraw,抽回；退出,8,,,,,,,,,,,,,,,,
apartment,公寓,9,,,,,-ment,,,,,,,,,,,
apologize,道歉,9,,,,,,,,,,,,,,,,
committee,委員會,9,,,,,,,,,,,,,,,,
community,社區,9,,,,,,,,,,,,,,,,
condition,情況,9,,,,con-,-tion,,,,,,,,,,,
continent,大陸,9,,,,con-,,,,,,,,,,,,
cooperate,合作,9,,,,,,,,,,,,,,,,
criticize,批評,9,,,,,,,,,,,,,,,,
departure,離開,9,,,,,,,,,,,,,,,,
difficult,困難的,9,,,,,,,,,,,,,,,,
disappear,消失,9,,,,dis-,,,,,,,,,,,,
education,教育,9,,,,,-tion,,,,,,,,,,,
emergency,緊急事件,9,,,,,,,,,,,,,,,,
entertain,娛樂,9,,,,,,,,,,,,,,,,
equipment,設備,9,,,,,-ment,,,,,,,,,,,
establish,建立,9,,,,,,,,,,,,,,,,
evaporate,蒸發,9,,,,,,,,,,,,,,,,
guarantee,保證,9,,,,,,,,,,,,,,,,
important,重要的,9,,,,,,,,,,,,,,,,
influence,影響,9,,,,in-,,,,,,,,,,,,
insurance,保險,9,,,,in-,,,,,,,,,,,,
interfere,妨礙；介入,9,,,,in-;inter-,,,,,,,,,,,,
necessary,必須的,9,,,,,,,,,,,,,,,,
offensive,冒犯的,9,,,,,-ive,,,,,,,,,,,
passenger,乘客,9,,,,,-er,,,,,,,,,,,
permanent,永久的,9,,,,,,,,,,,,,,,,
professor,教授,9,,,,,,,,,,,,,,,,
radiation,放射線；發光,9,,,,,-tion,,,,,,,,,,,
recognize,認出；識別,9,,,,re-,,,,,,,,,,,,
represent,代表,9,,,,re-,,,,,,,,,,,,
situation,處境；位置,9,,,,,-tion,,,,,,,,,,,
structure,結構,9,,,,,,,,,,,,,,,,
substance,物質,9,,,,sub-,,,,,,,,,,,,
supervise,監督,9,,,,,,,,,,,,,,,,
territory,領土,9,,,,,,,,,,,,,,,,
tradition,傳統,9,,,,,-tion,,,,,,,,,,,
transport,運輸,9,,,,,,,,,,,,,,,,
vegetable,蔬菜,9,,,,,-able,,,,,,,,,,,
yesterday,昨天,9,,,,,,,,,,,,,,,,
compromise,妥協,10,,,,,,,,,,,,,,,,
conference,會議,10,,,,con-,,,,,,,,,,,,
depression,沮喪,10,,,,,-sion,,,,,,,,,,,
especially,特別地,10,,,,,-ly,,,,,,,,,,,
experience,經驗,10,,,,,,,,,,,,,,,,
experiment,實驗,10,,,,,-ment,,,,,,,,,,,
individual,個人的,10,,,,in-,-al,,,,,,,,,,,
laboratory,實驗室,10,,,,,,,,,,,,,,,,
parliament,議會；國會,10,,,,,-ment,,,,,,,,,,,
resolution,決心,10,,,,re-,-tion,,,,,,,,,,,
substitute,取代,10,,,,sub-,,,,,,,,,,,,
understand,明白,10,,,,un-;under-,,,,,,,,,,,,
communicate,溝通,11,,,,,,,,,,,,,,,,
consumption,消耗；消費,11,,,,con-,-tion,,,,,,,,,,,
demonstrate,示範；證明,11,,,,,,,,,,,,,,,,
electricity,電力,11,,,,,,,,,,,,,,,,
environment,環境,11,,,,,-ment,,,,,,,,,,,
independent,獨立的,11,,,,in-,,,,,,,,,,,,
investigate,調查,11,,,,in-,,,,,,,,,,,,
manufacture,製造,11,,,,,,,,,,,,,,,,
opportunity,機會,11,,,,,,,,,,,,,,,,
responsible,負責的,11,,,,re-,-ible,,,,,,,,,,,
congratulate,恭賀,12,,,,con-,,,,,,,,,,,,
intelligence,智力,12,,,,in-,,,,,,,,,,,,
international,國際的,13,,,,in-;inter-,-al,,,,,,,,,,,
miscellaneous,混雜的；各式樣的,13,,,,mis-,-ous,,,,,,,,,,,
