word,chinese,length,ipa,syllables,stress,prefix_tag,suffix_tag,rhyme_group,semantic_tag,antonym,minimal_pairs,example,memory_hint,audio_url,introduced_day,last_review,strength,notes
follow,追隨,6,fɑloʊ,2,,,,,,,,,,,,,,
forbid,禁止,6,fɝbɪd,2,,,,,,,,,,,,,,
forest,森林,6,fɔrʌst,2,,,-est,,,,,,,,,,,
forget,忘記,6,fɝɡɛt,2,,,,,,,,,,,,,,
former,之前的,6,fɔrmɝ,2,,,-er,,,,,,,,,,,
freeze,結冰,6,friz,1,,,,,,,,,,,,,,
friend,朋友,6,frɛnd,1,,,,,,,,,,,,,,
future,未來,6,fjutʃɝ,2,,,,,,,,,,,,,,
gallon,加侖（容量）,6,ɡælʌn,2,,,,,,,,,,,,,,
garden,花園,6,ɡɑrdʌn,2,,,,,,,,,,,,,,
gather,集合,6,ɡæðɝ,2,,,-er,,,,,,,,,,,
gentle,溫和的,6,dʒɛntʌl,2,,,,,,,,,,,,,,
global,全球的,6,ɡloʊbʌl,2,,,-al,,,,,,,,,,,
govern,掌管,6,ɡʌvɝn,2,,,,,,,,,,,,,,
ground,地面；基礎,6,ɡraʊnd,1,,,,,,,,,,,,,,
guilty,有罪的,6,ɡɪlti,2,,,,,,,,,,,,,,
happen,發生,6,hæpʌn,2,,,,,,,,,,,,,,
health,健康,6,hɛlθ,1,,,,,,,,,,,,,,
hijack,劫持,6,haɪdʒæk,2,,,,,,,,,,,,,,
hollow,空的,6,hɑloʊ,2,,,,,,,,,,,,,,
honest,誠實的,6,ɑnʌst,2,,,-est,,,,,,,,,,,
hunger,飢餓,6,hʌŋɡɝ,2,,,-er,,,,,,,,,,,
import,輸入；進口,6,ɪmpɔrt,2,,,,,,,,,,,,,,
infect,傳染,6,ɪnfɛkt,2,,in-,,,,,,,,,,,,
inform,通知,6,ɪnfɔrm,2,,in-,,,,,,,,,,,,
inject,注射,6,ɪndʒɛkt,2,,in-,,,,,,,,,,,,
injure,傷害,6,ɪndʒɝ,2,,in-,,,,,,,,,,,,
insane,瘋狂的,6,ɪnseɪn,2,,in-,,,,,,,,,,,,
insect,昆蟲,6,ɪnsɛkt,2,,in-,,,,,,,,,,,,
insult,侮辱,6,ɪnsʌlt,2,,in-,,,,,,,,,,,,
invade,侵入,6,ɪnveɪd,2,,in-,,,,,,,,,,,,
invent,發明,6,ɪnvɛnt,2,,in-,,,,,,,,,,,,
invest,投資,6,ɪnvɛst,2,,in-,-est,,,,,,,,,,,
invite,邀請,6,ɪnvaɪt,2,,in-,,,,,,,,,,,,
island,島,6,aɪlʌnd,2,,,,,,,,,,,,,,
jacket,外套,6,dʒækʌt,2,,,,,,,,,,,,,,
length,長度,6,lɛŋkθ,1,,,,,,,,,,,,,,
letter,信件,6,lɛtɝ,2,,,-er,,,,,,,,,,,
liquid,液體,6,lɪkwʌd,2,,,,,,,,,,,,,,
listen,聆聽,6,lɪsʌn,2,,,,,,,,,,,,,,
little,小的,6,lɪtʌl,2,,,,,,,,,,,,,,
locate,確定……的地點,6,loʊkeɪt,2,,,,,,,,,,,,,,
market,市場,6,mɑrkʌt,2,,,,,,,,,,,,,,
master,熟練；大師,6,mæstɝ,2,,,-er,,,,,,,,,,,
matter,事情；物質,6,mætɝ,2,,,-er,,,,,,,,,,,
member,成員,6,mɛmbɝ,2,,,-er,,,,,,,,,,,
memory,記憶,6,mɛmɝi,3,,,,,,,,,,,,,,
mental,心理的；精神病的,6,mɛntʌl,2,,,-al,,,,,,,,,,,
method,方法,6,mɛθʌd,2,,,,,,,,,,,,,,
middle,中間的,6,mɪdʌl,2,,,,,,,,,,,,,,
modern,現代的,6,mɑdɝn,2,,,,,,,,,,,,,,
mother,母親,6,mʌðɝ,2,,,-er,,,,,,,,,,,
motion,（物體的）運動,6,moʊʃʌn,2,,,-tion,,,,,,,,,,,
murder,謀殺,6,mɝdɝ,2,,,-er,,,,,,,,,,,
muscle,肌肉,6,mʌsʌl,2,,,,,,,,,,,,,,
narrow,窄的,6,nɛroʊ,2,,,,,,,,,,,,,,
nation,國家,6,neɪʃʌn,2,,,-tion,,,,,,,,,,,
native,天生的；本土的,6,neɪtɪv,2,,,-ive,,,,,,,,,,,
normal,正常的,6,nɔrmʌl,2,,,-al,,,,,,,,,,,
notice,注意,6,noʊtʌs,2,,,,,,,,,,,,,,
number,數字,6,nʌmbɝ,2,,,-er,,,,,,,,,,,
object,物體；反對,6,ɑbdʒɛkt,2,,,,,,,,,,,,,,
occupy,佔領,6,ɑkjʌpaɪ,3,,,,,,,,,,,,,,
office,辦公室,6,ɔfɪs,2,,,,,,,,,,,,,,
parade,行進；遊行,6,pɝeɪd,2,,,,,,,,,,,,,,
parcel,包裹,6,pɑrsʌl,2,,,,,,,,,,,,,,
parent,父親或母親,6,pɛrʌnt,2,,,,,,,,,,,,,,
pencil,鉛筆,6,pɛnsʌl,2,,,,,,,,,,,,,,
people,人,6,pipʌl,2,,,,,,,,,,,,,,
period,期間,6,pɪriʌd,3,,,,,,,,,,,,,,
permit,允許,6,pɝmɪt,2,,,,,,,,,,,,,,
person,人,6,pɝsʌn,2,,,,,,,,,,,,,,
please,請；討好,6,pliz,1,,,,,,,,,,,,,,
plenty,豐富的,6,plɛnti,2,,,,,,,,,,,,,,
pocket,口袋,6,pɑkʌt,2,,,,,,,,,,,,,,
poison,毒藥,6,pɔɪzʌn,2,,,,,,,,,,,,,,
policy,政策,6,pɑlʌsi,3,,,,,,,,,,,,,,
potato,馬鈴薯,6,pʌteɪtoʊ,3,,,,,,,,,,,,,,
powder,粉末,6,paʊdɝ,2,,,-er,,,,,,,,,,,
praise,讚美,6,preɪz,1,,,,,,,,,,,,,,
pretty,漂亮的,6,prɪti,2,,pre-,,,,,,,,,,,,
prison,監獄,6,prɪzʌn,2,,,,,,,,,,,,,,
profit,利潤,6,prɑfʌt,2,,,,,,,,,,,,,,
public,公開的,6,pʌblɪk,2,,,,,,,,,,,,,,
punish,處罰,6,pʌnɪʃ,2,,,,,,,,,,,,,,
rather,相當,6,ræðɝ,2,,,-er,,,,,,,,,,,
reason,理由,6,rizʌn,2,,re-,,,,,,,,,,,,
record,記錄；錄音；紀錄；唱片,6,rʌkɔrd,2,,re-,,,,,,,,,,,,
reduce,減少,6,rʌdus,2,,re-,,,,,,,,,,,,
refuse,拒絕；廢物,6,rʌfjuz,2,,re-,,,,,,,,,,,,
regret,後悔,6,rʌɡrɛt,2,,re-,,,,,,,,,,,,
reject,拒絕；駁回,6,rɪdʒɛkt,2,,re-,,,,,,,,,,,,
remain,剩下；餘留,6,rɪmeɪn,2,,re-,,,,,,,,,,,,
remove,移開,6,rimuv,2,,re-,,,,,,,,,,,,
repair,修復,6,rɪpɛr,2,,re-,,,,,,,,,,,,
repeat,重複,6,rɪpit,2,,re-,,,,,,,,,,,,
report,報告,6,ripɔrt,2,,re-,,,,,,,,,,,,
rescue,援助,6,rɛskju,2,,re-,,,,,,,,,,,,
resign,辭職,6,rɪzaɪn,2,,re-,,,,,,,,,,,,
resist,抗拒,6,rɪzɪst,2,,re-,,,,,,,,,,,,
result,結果,6,rɪzʌlt,2,,re-,,,,,,,,,,,,
retire,退休,6,rɪtaɪr,2,,re-,,,,,,,,,,,,
return,返回,6,rɪtɝn,2,,re-,,,,,,,,,,,,
revolt,反叛；噁心,6,rɪvoʊlt,2,,re-,,,,,,,,,,,,
reward,報酬,6,rɪwɔrd,2,,re-,,,,,,,,,,,,
rocket,火箭,6,rɑkʌt,2,,,,,,,,,,,,,,
rubber,橡皮,6,rʌbɝ,2,,,-er,,,,,,,,,,,
school,學校,6,skul,1,,,,,,,,,,,,,,
script,筆跡；腳本,6,skrɪpt,1,,,,,,,,,,,,,,
search,尋找,6,sɝtʃ,1,,,,,,,,,,,,,,
season,季節,6,sizʌn,2,,,,,,,,,,,,,,
second,第二個；秒,6,sɛkʌnd,2,,,,,,,,,,,,,,
secret,秘密,6,sikrʌt,2,,,,,,,,,,,,,,
seldom,不常；很少,6,sɛldʌm,2,,,,,,,,,,,,,,
senate,（美國的）參議院；立法機構,6,sɛnʌt,2,,,,,,,,,,,,,,
series,系列,6,sɪriz,2,,,,,,,,,,,,,,
settle,安頓；沈澱；定居,6,sɛtʌl,2,,,,,,,,,,,,,,
severe,嚴重的,6,sʌvɪr,2,,,,,,,,,,,,,,
should,應該,6,ʃʊd,1,,,,,,,,,,,,,,
shrink,縮小,6,ʃrɪŋk,1,,,,,,,,,,,,,,
signal,信號,6,sɪɡnʌl,2,,,-al,,,,,,,,,,,
silver,銀色的；銀,6,sɪlvɝ,2,,,-er,,,,,,,,,,,
simple,簡單的,6,sɪmpʌl,2,,,,,,,,,,,,,,
single,單一的；單身的,6,sɪŋɡʌl,2,,,,,,,,,,,,,,
sister,姊妹,6,sɪstɝ,2,,,-er,,,,,,,,,,,
smooth,平滑的,6,smuð,1,,,,,,,,,,,,,,
sneeze,打噴嚏,6,sniz,1,,,,,,,,,,,,,,
social,社會的；社交的,6,soʊʃʌl,2,,,-al,,,,,,,,,,,
speech,說話能力；演說,6,spitʃ,1,,,,,,,,,,,,,,
spirit,精神,6,spɪrʌt,2,,,,,,,,,,,,,,
spread,伸展；塗抹；桌巾,6,sprɛd,1,,,,,,,,,,,,,,
spring,春天；泉水,6,sprɪŋ,1,,,-ing,,,,,,,,,,,
square,正方形；廣場,6,skwɛr,1,,,,,,,,,,,,,,
stairs,樓梯,6,stɛrz,1,,,,,,,,,,,,,,
starve,餓死；極需要,6,stɑrv,1,,,,,,,,,,,,,,
status,狀態；地位,6,stætʌs,2,,,,,,,,,,,,,,
stream,小河；流動,6,strim,1,,,,,,,,,,,,,,
street,街道,6,strit,1,,,,,,,,,,,,,,
strike,打擊；罷工,6,straɪk,1,,,,,,,,,,,,,,
string,細繩；一串,6,strɪŋ,1,,,-ing,,,,,,,,,,,
strong,強壯的,6,strɔŋ,1,,,,,,,,,,,,,,
stupid,愚笨的,6,stupʌd,2,,,,,,,,,,,,,,
sudden,突然的,6,sʌdʌn,2,,,,,,,,,,,,,,
suffer,遭受,6,sʌfɝ,2,,,-er,,,,,,,,,,,
summer,夏天,6,sʌmɝ,2,,,-er,,,,,,,,,,,
supply,供給,6,sʌplaɪ,2,,,-ly,,,,,,,,,,,
symbol,符號,6,sɪmbʌl,2,,,,,,,,,,,,,,
system,系統,6,sɪstʌm,2,,,,,,,,,,,,,,
target,目標,6,tɑrɡʌt,2,,,,,,,,,,,,,,
terror,恐怖,6,tɛrɝ,2,,,,,,,,,,,,,,
theirs,他們的（名詞）,6,ðɛrz,1,,,,,,,,,,,,,,
theory,理論,6,θɪri,2,,,,,,,,,,,,,,
though,雖然,6,ðoʊ,1,,,,,,,,,,,,,,
tongue,舌頭；語言,6,tʌŋ,1,,,,,,,,,,,,,,
toward,朝著……,6,tʌwɔrd,2,,,,,,,,,,,,,,
travel,旅行,6,trævʌl,2,,,,,,,,,,,,,,
treaty,條約,6,triti,2,,,,,,,,,,,,,,
unless,除非,6,ʌnlɛs,2,,un-,-less,,,,,,,,,,,
valley,山谷,6,væli,2,,,,,,,,,,,,,,
victim,受害者,6,vɪktʌm,2,,,,,,,,,,,,,,
volume,音量,6,vɑljum,2,,,,,,,,,,,,,,
wealth,財富,6,wɛlθ,1,,,,,,,,,,,,,,
weapon,武器,6,wɛpʌn,2,,,,,,,,,,,,,,
weight,重量,6,weɪt,1,,,-ight,,,,,,,,,,,
window,窗戶,6,wɪndoʊ,2,,,,,,,,,,,,,,
winter,作家,6,wɪntɝ,2,,,-er,,,,,,,,,,,
wonder,納悶；想知道,6,wʌndɝ,2,,,-er,,,,,,,,,,,
yellow,黃色（的）,6,jɛloʊ,2,,,,,,,,,,,,,,
already,已經,7,ɔlrɛdi,3,,,,,,,,,,,,,,
another,另一個,7,ʌnʌðɝ,3,,,-er,,,,,,,,,,,
appoint,指派,7,ʌpɔɪnt,2,,,,,,,,,,,,,,
approve,批准,7,ʌpruv,2,,,,,,,,,,,,,,
between,在……之間,7,bɪtwin,2,,,,,,,,,,,,,,
blanket,毛毯,7,blæŋkʌt,2,,,,,,,,,,,,,,
boycott,杯葛,7,bɔɪkɑt,2,,,,,,,,,,,,,,
combine,結合,7,kɑmbaɪn,2,,,,,,,,,,,,,,
comfort,舒適,7,kʌmfɝt,2,,,,,,,,,,,,,,
command,命令,7,kʌmænd,2,,,,,,,,,,,,,,
comment,評論,7,kɑmɛnt,2,,,-ment,,,,,,,,,,,
company,公司；陪伴,7,kʌmpʌni,3,,,,,,,,,,,,,,
compare,比較,7,kʌmpɛr,2,,,,,,,,,,,,,,
compete,競爭,7,kʌmpit,2,,,,,,,,,,,,,,
concern,關切,7,kʌnsɝn,2,,con-,,,,,,,,,,,,
condemn,責備,7,kʌndɛm,2,,con-,,,,,,,,,,,,
confirm,確認,7,kʌnfɝm,2,,con-,,,,,,,,,,,,
connect,連接,7,kʌnɛkt,2,,con-,,,,,,,,,,,,
contact,接觸,7,kɑntækt,2,,con-,,,,,,,,,,,,
contain,包含,7,kʌnteɪn,2,,con-,,,,,,,,,,,,
control,控制,7,kʌntroʊl,2,,con-,,,,,,,,,,,,
correct,正確的,7,kɝɛkt,2,,,,,,,,,,,,,,
country,國家；鄉間,7,kʌntri,2,,,,,,,,,,,,,,
culture,文化,7,kʌltʃɝ,2,,,,,,,,,,,,,,
current,目前的,7,kɝʌnt,2,,,,,,,,,,,,,,
declare,宣布；聲明,7,dɪklɛr,2,,,,,,,,,,,,,,
deliver,運送,7,dɪlɪvɝ,3,,,-er,,,,,,,,,,,
destroy,毀滅,7,dɪstrɔɪ,2,,,,,,,,,,,,,,
develop,發展,7,dɪvɛlʌp,3,,,,,,,,,,,,,,
discuss,討論,7,dɪskʌs,2,,dis-,,,,,,,,,,,,
disease,疾病,7,dɪziz,2,,dis-,,,,,,,,,,,,
dismiss,讓……離開；解散,7,dɪsmɪs,2,,dis-,,,,,,,,,,,,
dispute,爭論,7,dɪspjut,2,,dis-,,,,,,,,,,,,
elastic,有彈性的；鬆緊帶,7,ɪlæstɪk,3,,,,,,,,,,,,,,
element,元素,7,ɛlʌmʌnt,3,,,-ment,,,,,,,,,,,
embassy,大使館,7,ɛmbʌsi,3,,,,,,,,,,,,,,
emotion,情緒,7,ɪmoʊʃʌn,3,,,-tion,,,,,,,,,,,
enforce,實施；強制,7,ɛnfɔrs,2,,,,,,,,,,,,,,
example,例子,7,ɪɡzæmpʌl,3,,,,,,,,,,,,,,
execute,執行,7,ɛksʌkjut,3,,,,,,,,,,,,,,
expense,花費,7,ɪkspɛns,2,,,,,,,,,,,,,,
explain,解釋,7,ɪkspleɪn,2,,,,,,,,,,,,,,
explode,爆炸,7,ɪksploʊd,2,,,,,,,,,,,,,,
explore,探索,7,ɪksplɔr,2,,,,,,,,,,,,,,
express,表達；快車,7,ɪksprɛs,2,,,,,,,,,,,,,,
extreme,極端的,7,ɛkstrim,2,,,,,,,,,,,,,,
factory,工廠,7,fæktɝi,3,,,,,,,,,,,,,,
feather,羽毛,7,fɛðɝ,2,,,-er,,,,,,,,,,,
feature,特色；專欄,7,fitʃɝ,2,,,,,,,,,,,,,,
fertile,多產的；能生育的,7,fɝtʌl,2,,,,,,,,,,,,,,
finance,財務,7,fʌnæns,2,,,,,,,,,,,,,,
foreign,外國的,7,fɔrʌn,2,,,,,,,,,,,,,,
forgive,原諒,7,fɝɡɪv,2,,,-ive,,,,,,,,,,,
forward,向前的,7,fɔrwɝd,2,,,,,,,,,,,,,,
general,一般的；將軍,7,dʒɛnɝʌl,3,,,-al,,,,,,,,,,,
history,歷史,7,hɪstɝi,3,,,,,,,,,,,,,,
holiday,假期,7,hɑlʌdeɪ,3,,,,,,,,,,,,,,
hostage,人質,7,hɑstɪdʒ,2,,,,,,,,,,,,,,
hostile,有敵意的,7,hɑstʌl,2,,,,,,,,,,,,,,
however,然而,7,haʊɛvɝ,3,,,-er,,,,,,,,,,,
husband,丈夫,7,hʌzbʌnd,2,,,,,,,,,,,,,,
imagine,想像,7,ɪmædʒʌn,3,,,,,,,,,,,,,,
improve,改善,7,ɪmpruv,2,,,,,,,,,,,,,,
include,包括,7,ɪnklud,2,,in-,,,,,,,,,,,,
inspect,檢查,7,ɪnspɛkt,2,,in-,,,,,,,,,,,,
instead,作為替代；反而,7,ɪnstɛd,2,,in-,,,,,,,,,,,,
intense,緊繃的,7,ɪntɛns,2,,in-,,,,,,,,,,,,
involve,牽涉,7,ɪnvɑlv,2,,in-,,,,,,,,,,,,
kitchen,廚房,7,kɪtʃʌn,2,,,,,,,,,,,,,,
measure,測量,7,mɛʒɝ,2,,,,,,,,,,,,,,
message,訊息,7,mɛsʌdʒ,2,,,,,,,,,,,,,,
mistake,錯誤,7,mɪsteɪk,2,,mis-,,,,,,,,,,,,
morning,早晨,7,mɔrnɪŋ,2,,,-ing,,,,,,,,,,,
mystery,神秘的事物,7,mɪstɝi,3,,,,,,,,,,,,,,
neither,兩者都不,7,niðɝ,2,,,-er,,,,,,,,,,,
neutral,中立的；中性的,7,nutrʌl,2,,,-al,,,,,,,,,,,
nothing,無事,7,nʌθɪŋ,2,,,-ing,,,,,,,,,,,
nowhere,任何地方都不,7,noʊwɛr,2,,,,,,,,,,,,,,
observe,觀察,7,ʌbzɝv,2,,,,,,,,,,,,,,
officer,軍官；公務員；警官,7,ɔfʌsɝ,3,,,-er,,,,,,,,,,,
operate,操作；運作,7,ɑpɝeɪt,3,,,,,,,,,,,,,,
opinion,意見,7,ʌpɪnjʌn,3,,,,,,,,,,,,,,
oppress,壓迫,7,ʌprɛs,2,,,,,,,,,,,,,,
patient,病人；耐心的,7,peɪʃʌnt,2,,,,,,,,,,,,,,
pattern,型態；模式,7,pætɝn,2,,,,,,,,,,,,,,
percent,百分比,7,pɝsɛnt,2,,,,,,,,,,,,,,
perfect,完美的,7,pɝfɛkt,2,,,,,,,,,,,,,,
perform,表演；表現,7,pɝfɔrm,2,,,,,,,,,,,,,,
perhaps,或許,7,pɝhæps,2,,,,,,,,,,,,,,
picture,圖片；畫；想像,7,pɪktʃɝ,2,,,,,,,,,,,,,,
plastic,塑膠的,7,plæstɪk,2,,,,,,,,,,,,,,
pollute,污染,7,pʌlut,2,,,,,,,,,,,,,,
popular,受歡迎的,7,pɑpjʌlɝ,3,,,,,,,,,,,,,,
possess,擁有,7,pʌzɛs,2,,,,,,,,,,,,,,
present,現在的；禮物,7,prɛzʌnt,2,,pre-,,,,,,,,,,,,
prevent,防止,7,prɪvɛnt,2,,pre-,,,,,,,,,,,,
private,私人的,7,praɪvʌt,2,,,,,,,,,,,,,,
problem,問題,7,prɑblʌm,2,,,,,,,,,,,,,,
process,流程；處理,7,prɑsɛs,2,,,,,,,,,,,,,,
product,產品,7,prɑdʌkt,2,,,,,,,,,,,,,,
program,節目,7,proʊɡræm,2,,,,,,,,,,,,,,
project,專案；企畫,7,prɑdʒɛkt,2,,,,,,,,,,,,,,
propose,提議；求婚,7,prʌpoʊz,2,,,,,,,,,,,,,,
protect,保護,7,prʌtɛkt,2,,,,,,,,,,,,,,
protest,抗議,7,proʊtɛst,2,,,-est,,,,,,,,,,,
provide,提供,7,prʌvaɪd,2,,,,,,,,,,,,,,
publish,出版,7,pʌblɪʃ,2,,,,,,,,,,,,,,
purpose,目的,7,pɝpʌs,2,,,,,,,,,,,,,,
quality,品質,7,kwɑlʌti,3,,,,,,,,,,,,,,
quarter,四分之一；區,7,kwɔrtɝ,2,,,-er,,,,,,,,,,,
receive,接待；接到,7,rʌsiv,2,,re-,-ive,,,,,,,,,,,
recover,重新找到；恢復健康,7,rɪkʌvɝ,3,,re-,-er,,,,,,,,,,,
refugee,難民,7,rɛfjudʒi,3,,re-,,,,,,,,,,,,
regular,規律的；老顧客,7,rɛɡjʌlɝ,3,,re-,,,,,,,,,,,,
release,釋放；發行,7,rilis,2,,re-,,,,,,,,,,,,
request,要求,7,rɪkwɛst,2,,re-,-est,,,,,,,,,,,
require,詢問,7,rikwaɪɝ,3,,re-,,,,,,,,,,,,
respect,尊敬,7,rɪspɛkt,2,,re-,,,,,,,,,,,,
satisfy,使滿意,7,sætʌsfaɪ,3,,,,,,,,,,,,,,
science,科學,7,saɪʌns,2,,,,,,,,,,,,,,
section,切下的部分；片；條款；把……分成段,7,sɛkʃʌn,2,,,-tion,,,,,,,,,,,
serious,嚴重的；認真的,7,sɪriʌs,3,,,-ous,,,,,,,,,,,
several,數個,7,sɛvrʌl,2,,,-al,,,,,,,,,,,
shelter,避難所；遮蔽,7,ʃɛltɝ,2,,,-er,,,,,,,,,,,
silence,寂靜,7,saɪlʌns,2,,,,,,,,,,,,,,
similar,類似的,7,sɪmʌlɝ,3,,,,,,,,,,,,,,
society,社會,7,sʌsaɪʌti,4,,,,,,,,,,,,,,
soldier,士兵,7,soʊldʒɝ,2,,,-er,,,,,,,,,,,
special,特別的,7,spɛʃʌl,2,,,-al,,,,,,,,,,,
station,車站,7,steɪʃʌn,2,,,-tion,,,,,,,,,,,
stomach,胃；腹部,7,stʌmʌk,2,,,,,,,,,,,,,,
strange,奇怪的；陌生的,7,streɪndʒ,1,,,,,,,,,,,,,,
stretch,伸展,7,strɛtʃ,1,,,,,,,,,,,,,,
subject,主題；實驗對象；受……支配的,7,sʌbdʒɛkt,2,,sub-,,,,,,,,,,,,
succeed,成功,7,sʌksid,2,,,-ed,,,,,,,,,,,
suggest,提議,7,sʌdʒɛst,2,,,-est,,,,,,,,,,,
support,支持,7,sʌpɔrt,2,,,,,,,,,,,,,,
suppose,猜想,7,sʌpoʊz,2,,,,,,,,,,,,,,
surface,表面,7,sɝfʌs,2,,,,,,,,,,,,,,
survive,存活,7,sɝvaɪv,2,,,-ive,,,,,,,,,,,
suspect,懷疑；嫌疑犯,7,sʌspɛkt,2,,,,,,,,,,,,,,
suspend,懸掛；使中止,7,sʌspɛnd,2,,,,,,,,,,,,,,
swallow,吞嚥；燕子,7,swɑloʊ,2,,,,,,,,,,,,,,
theater,劇場；電影院,7,θiʌtɝ,3,,,-er,,,,,,,,,,,
thought,想法,7,θɔt,1,,,,,,,,,,,,,,
through,穿過；完成的,7,θru,1,,,,,,,,,,,,,,
tonight,今晚,7,tʌnaɪt,2,,,-ight,,,,,,,,,,,
traffic,交通,7,træfɪk,2,,,,,,,,,,,,,,
treason,叛國,7,trizʌn,2,,,,,,,,,,,,,,
trouble,麻煩；使煩躁,7,trʌbʌl,2,,,,,,,,,,,,,,
vehicle,運載工具；媒介,7,vihɪkʌl,3,,,,,,,,,,,,,,
version,版本,7,vɝʒʌn,2,,,-sion,,,,,,,,,,,
vicious,邪惡的,7,vɪʃʌs,2,,,-ous,,,,,,,,,,,
victory,勝利,7,vɪktɝi,3,,,,,,,,,,,,,,
weather,天氣,7,wɛðɝ,2,,,-er,,,,,,,,,,,
welcome,歡迎,7,wɛlkʌm,2,,,,,,,,,,,,,,
whether,是否,7,wɛðɝ,2,,,-er,,,,,,,,,,,
without,沒有……,7,wɪθaʊt,2,,,,,,,,,,,,,,
although,儘管；雖然,8,ɔlðoʊ,2,,,,,,,,,,,,,,
announce,宣布,8,ʌnaʊns,2,,,,,,,,,,,,,,
complete,完成；完整的,8,kʌmplit,2,,,,,,,,,,,,,,
computer,電腦,8,kʌmpjutɝ,3,,,-er,,,,,,,,,,,
congress,代表大會；聚會,8,kɑŋɡrʌs,2,,con-,,,,,,,,,,,,
consider,考慮,8,kʌnsɪdɝ,3,,con-,-er,,,,,,,,,,,
continue,繼續,8,kʌntɪnju,3,,con-,,,,,,,,,,,,
criteria,準則,8,kraɪtɪriʌ,4,,,,,,,,,,,,,,
daughter,女兒,8,dɔtɝ,2,,,-er,,,,,,,,,,,
decrease,減少,8,dɪkris,2,,,,,,,,,,,,,,
delicate,需要小心處理的,8,dɛlʌkʌt,3,,,,,,,,,,,,,,
denounce,指責,8,dɪnaʊns,2,,,,,,,,,,,,,,
describe,描述,8,dɪskraɪb,2,,,,,,,,,,,,,,
diplomat,外交官,8,dɪplʌmæt,3,,,,,,,,,,,,,,
discover,發現,8,dɪskʌvɝ,3,,dis-,-er,,,,,,,,,,,
distance,距離,8,dɪstʌns,2,,dis-,,,,,,,,,,,,
document,文件,8,dɑkjʌmɛnt,3,,,-ment,,,,,,,,,,,
estimate,估計,8,ɛstʌmʌt,3,,,,,,,,,,,,,,
evidence,證據,8,ɛvʌdʌns,3,,,,,,,,,,,,,,
exchange,交換,8,ɪkstʃeɪndʒ,2,,,,,,,,,,,,,,
exercise,練習,8,ɛksɝsaɪz,3,,,,,,,,,,,,,,
frighten,使驚恐,8,fraɪtʌn,2,,,,,,,,,,,,,,
horrible,可怕的,8,hɔrʌbʌl,3,,,-ible,,,,,,,,,,,
hospital,醫院,8,hɑspɪtʌl,3,,,-al,,,,,,,,,,,
identify,識別,8,aɪdɛntʌfaɪ,4,,,,,,,,,,,,,,
incident,事件,8,ɪnsʌdʌnt,3,,in-,,,,,,,,,,,,
increase,增加,8,ɪnkris,2,,in-,,,,,,,,,,,,
indicate,指出,8,ɪndʌkeɪt,3,,in-,,,,,,,,,,,,
industry,工業；產業,8,ɪndʌstri,3,,in-,,,,,,,,,,,,
innocent,無辜的,8,ɪnʌsʌnt,3,,in-,,,,,,,,,,,,
interest,興趣；利息,8,ɪntrʌst,2,,in-;inter-,-est,,,,,,,,,,,
language,語言,8,læŋɡwʌdʒ,2,,,,,,,,,,,,,,
material,材料,8,mʌtɪriʌl,4,,,-al,,,,,,,,,,,
military,軍事的；軍隊,8,mɪlʌtɛri,4,,,,,,,,,,,,,,
minister,部長；牧師,8,mɪnʌstɝ,3,,,-er,,,,,,,,,,,
moderate,適度的,8,mɑdɝʌt,3,,,,,,,,,,,,,,
mountain,山,8,maʊntʌn,2,,,,,,,,,,,,,,
neighbor,鄰居,8,neɪbɝ,2,,,,,,,,,,,,,,
opposite,相反的,8,ɑpʌzʌt,3,,,,,,,,,,,,,,
organize,組織,8,ɔrɡʌnaɪz,3,,,,,,,,,,,,,,
physical,物理的；身體的,8,fɪzɪkʌl,3,,,-al,,,,,,,,,,,
politics,政治,8,pɑlʌtɪks,3,,,,,,,,,,,,,,
position,位置；地位,8,pʌzɪʃʌn,3,,,-tion,,,,,,,,,,,
possible,可能的,8,pɑsʌbʌl,3,,,-ible,,,,,,,,,,,
postpone,延後,8,poʊstpoʊn,2,,post-,,,,,,,,,,,,
practice,練習,8,præktʌs,2,,,,,,,,,,,,,,
pregnant,懷孕的,8,prɛɡnʌnt,2,,pre-,,,,,,,,,,,,
progress,進度,8,prɑɡrɛs,2,,,,,,,,,,,,,,
property,財產；房地產,8,prɑpɝti,3,,,,,,,,,,,,,,
purchase,購買,8,pɝtʃʌs,2,,,,,,,,,,,,,,
question,問題,8,kwɛstʃʌn,2,,,-tion,,,,,,,,,,,
relation,關係,8,rileɪʃʌn,3,,re-,-tion,,,,,,,,,,,
remember,記得,8,rɪmɛmbɝ,3,,re-,-er,,,,,,,,,,,
research,研究,8,risɝtʃ,2,,re-,,,,,,,,,,,,
resource,資源,8,risɔrs,2,,re-,,,,,,,,,,,,
restrain,抑制,8,ristreɪn,2,,re-,,,,,,,,,,,,
security,安全,8,sɪkjʊrʌti,4,,,,,,,,,,,,,,
sentence,句子,8,sɛntʌns,2,,,,,,,,,,,,,,
separate,分開；分開的,8,sɛpɝeɪt,3,,,,,,,,,,,,,,
straight,筆直的；直接的,8,streɪt,1,,,-ight,,,,,,,,,,,
struggle,挣扎,8,strʌɡʌl,2,,,,,,,,,,,,,,
suppress,抑制,8,sʌprɛs,2,,,,,,,,,,,,,,
surprise,驚喜,8,sɝpraɪz,2,,,,,,,,,,,,,,
surround,圍繞,8,sɝaʊnd,2,,,,,,,,,,,,,,
